date,channel,region,cohort,sessions,dau,orders,successful_payments,revenue,conversion_rate,payment_success_rate,bounce_rate,cac,is_injected_anomaly
2024-01-23,App,East,New,1950.0,1151,54.0,50.0,36645.50413055888,0.027692307692307693,0.9293965666674173,0.350188397188874,149.29162820407302,0
2024-01-23,App,East,Repeat,871.0,445,51.0,48.0,34808.35202687749,0.05855338691159587,0.9547024364389706,0.3839954009527805,94.83958382890606,0
2024-01-23,App,West,New,1147.0,758,50.0,47.0,32811.65399572707,0.043591979075850044,0.9561374819175055,0.43364431081587257,106.56083859534701,0
2024-01-23,App,West,Repeat,1922.0,950,113.0,102.0,66973.5510474135,0.058792924037460975,0.9062117621426535,0.4821336476627982,93.94506924258371,0
2024-01-23,Web,North,New,987.0,420,35.0,32.0,22772.950877131487,0.03546099290780142,0.923784910564384,0.4114936104061969,104.38881297543897,0
2024-01-23,Web,North,Repeat,1109.0,524,69.0,64.0,20205.498288360734,0.062218214607754736,0.9335297462072526,0.4041164943358544,131.53402975425334,0
2024-01-23,Web,South,New,1224.0,684,42.0,39.0,20749.855609343325,0.03431372549019608,0.9303003845318858,0.40112329464060237,152.91355046655207,0
2024-01-23,Web,South,Repeat,618.0,390,35.0,32.0,25216.22117246742,0.05663430420711974,0.9324151361237895,0.47737850475144633,88.78851503338574,0
2024-01-23,Web,East,New,741.0,475,24.0,22.0,6793.075997032918,0.032388663967611336,0.918527964542062,0.4490426724568738,139.50868432785663,0
2024-01-23,Web,East,Repeat,1255.0,743,64.0,61.0,38521.724057324165,0.05099601593625498,0.9654219179862111,0.4918803366532355,118.38674253369578,0
2024-01-23,Web,West,New,2022.0,1322,77.0,72.0,38087.847324128576,0.0380811078140455,0.9435393277467908,0.31995480107617424,101.51836815216673,0
2024-01-23,Web,West,Repeat,1037.0,706,52.0,47.0,15503.3374908159,0.05014464802314368,0.9176013162519021,0.5203688791965609,127.01495970822208,0
2024-01-24,App,North,New,1406.0,966,56.0,52.0,40631.977106583356,0.03982930298719772,0.9346140181143737,0.38971362045860136,114.93202651256833,0
2024-01-24,App,North,Repeat,2169.0,959,123.0,117.0,68930.4563660911,0.056708160442600276,0.9556328759000754,0.4278845530362563,90.28738967117468,0
2024-01-24,App,South,New,1260.0,744,60.0,54.0,23217.434439556488,0.047619047619047616,0.9096981161634426,0.4319258930297243,120.40237847639929,0
2024-01-24,App,South,Repeat,1269.0,530,74.0,70.0,53571.23816962879,0.05831363278171789,0.9522903256843692,0.4556974316607831,114.81187123182806,0
2024-01-24,App,East,New,1135.0,606,36.0,33.0,18159.958924052673,0.03171806167400881,0.9336948115779146,0.37350311152687554,119.07512046402292,0
2024-01-24,App,East,Repeat,1316.0,826,80.0,72.0,38109.52596649824,0.060790273556231005,0.90384851232218,0.40958304458673916,119.26121243538323,0
2024-01-24,App,West,New,2239.0,1218,92.0,86.0,31690.959711307867,0.04108977221974096,0.9437593390423207,0.40050875353707155,128.9160968983626,0
2024-01-24,App,West,Repeat,971.0,573,59.0,51.0,39602.01054006193,0.0607621009268795,0.8781890805375989,0.3975517405488888,116.57778017124372,0
2024-01-24,Web,North,New,2142.0,1023,96.0,86.0,28942.507167161646,0.04481792717086835,0.9027365199081439,0.40813722074231984,111.96904258183312,0
2024-01-24,Web,North,Repeat,1451.0,899,80.0,76.0,37817.82519977887,0.05513439007580979,0.9572242023064225,0.35025000533948214,146.70277571984792,0
2024-01-24,Web,South,New,1571.0,985,54.0,48.0,31639.948208928097,0.03437301082113304,0.9051335214318781,0.4359878971074091,151.99444023991603,0
2024-01-24,Web,South,Repeat,686.0,472,33.0,31.0,18647.496745643002,0.048104956268221574,0.9412463324124652,0.4208631723929093,138.4785481589488,0
2024-01-24,Web,East,New,1846.0,865,53.0,49.0,22580.914746658942,0.028710725893824486,0.9420903065271073,0.4234785909174217,104.0135392943097,0
2024-01-24,Web,East,Repeat,1112.0,526,65.0,61.0,18313.504833834842,0.05845323741007194,0.9476772240690615,0.3891113208804057,143.09681676493545,0
2024-01-24,Web,West,New,2264.0,1175,64.0,57.0,38596.55174039014,0.028268551236749116,0.8979347906636811,0.3066730024319692,162.15412321213745,0
2024-01-24,Web,West,Repeat,645.0,332,38.0,33.0,23879.982517410677,0.05891472868217054,0.8931934192753166,0.48050857646893036,143.15654824235668,0
2024-01-25,App,North,New,905.0,611,36.0,32.0,13133.644527408142,0.039779005524861875,0.9109212116120672,0.4106951934100741,119.72821449407023,0
2024-01-25,App,North,Repeat,1552.0,821,91.0,85.0,43668.827831444745,0.0586340206185567,0.9398359266317616,0.4851027577007963,102.84369016523911,0
2024-01-25,App,South,New,1190.0,527,52.0,48.0,34700.389211039226,0.043697478991596636,0.9269560003928468,0.471012846622098,165.14550977954414,0
2024-01-25,App,South,Repeat,699.0,383,40.0,37.0,14543.514108436937,0.05722460658082976,0.9381805610748528,0.3337245044158797,103.20952893470357,0
2024-01-25,App,East,New,1470.0,602,48.0,45.0,20142.940556016947,0.0326530612244898,0.9577029785042466,0.39455119538523253,103.98445582474618,0
2024-01-25,App,East,Repeat,2167.0,1410,141.0,134.0,91865.2286620764,0.06506691278264883,0.9547156438364431,0.3464473160175476,125.82554808061681,0
2024-01-25,App,West,New,1093.0,724,34.0,31.0,15891.036874284255,0.03110704483074108,0.9363930365183796,0.43451184001901366,100.58929128008167,0
2024-01-25,App,West,Repeat,1485.0,694,70.0,63.0,26158.124856696522,0.04713804713804714,0.908255081222744,0.34570874355574077,80.1031675460418,0
2024-01-25,Web,North,New,1551.0,724,63.0,59.0,42728.548683170484,0.04061895551257253,0.9464111083801275,0.3137096635604702,123.3247912579346,0
2024-01-25,Web,North,Repeat,1087.0,517,56.0,51.0,23892.60050579514,0.051517939282428704,0.9176678989190901,0.3811911698609156,149.9680743103366,0
2024-01-25,Web,South,New,1103.0,693,32.0,29.0,14220.000376832555,0.02901178603807797,0.9328403082451047,0.4748684485467063,97.73639498691996,0
2024-01-25,Web,South,Repeat,661.0,419,34.0,32.0,10278.756771310267,0.05143721633888049,0.941369604505492,0.40526546604395436,98.57282962888269,0
2024-01-25,Web,East,New,1028.0,606,36.0,32.0,22091.709651214416,0.03501945525291829,0.9088137475776452,0.35762851539410273,177.6832799193687,0
2024-01-25,Web,East,Repeat,1394.0,903,80.0,76.0,40345.21346489852,0.05738880918220947,0.951638841194817,0.44977662345415403,144.4696164767603,0
2024-01-25,Web,West,New,1046.0,457,34.0,32.0,10093.726468929159,0.032504780114722756,0.9488447630299472,0.43209077651208455,109.21540752015356,0
2024-01-25,Web,West,Repeat,1953.0,1192,96.0,90.0,69619.08001988336,0.04915514592933948,0.9391554573230377,0.4837246216673769,114.73811270176532,0
2024-01-26,App,North,New,2026.0,1103,56.0,52.0,39170.877477476235,0.027640671273445213,0.9328818609521496,0.412802743214163,147.73660091684457,0
2024-01-26,App,North,Repeat,1477.0,784,86.0,81.0,57393.689751631195,0.05822613405551794,0.9454826292323874,0.3499281461747461,118.25012212544931,0
2024-01-26,App,South,New,2232.0,927,109.0,101.0,73863.34379303355,0.04883512544802868,0.9307987279442939,0.42460094239963997,142.4273943603578,0
2024-01-26,App,South,Repeat,1458.0,682,83.0,77.0,49170.36787962043,0.05692729766803841,0.9337432804097233,0.4114963233946715,123.75204302596441,0
2024-01-26,App,East,New,2506.0,1616,90.0,83.0,37883.821175487894,0.035913806863527534,0.9300552367176788,0.4013527020344476,116.7908461437946,0
2024-01-26,App,East,Repeat,1976.0,901,119.0,110.0,43528.52242747483,0.06022267206477733,0.9289077465188382,0.38800505414599196,108.81588223196917,0
2024-01-26,App,West,New,1941.0,970,71.0,68.0,22724.008810538595,0.03657908294693457,0.96067455419833,0.36481727252167445,132.35241788633806,0
2024-01-26,App,West,Repeat,652.0,393,42.0,39.0,27004.80554769816,0.06441717791411043,0.9332948757492877,0.3979740824982104,131.34407225444727,0
2024-01-26,Web,North,New,824.0,378,35.0,32.0,11221.966360850547,0.04247572815533981,0.9201043810846624,0.3518120536894695,132.2895899179385,0
2024-01-26,Web,North,Repeat,1121.0,452,56.0,52.0,18281.155422609972,0.049955396966993755,0.9380982819791827,0.39788321709008817,118.34492860683235,0
2024-01-26,Web,South,New,2128.0,1108,83.0,78.0,39886.416838863355,0.03900375939849624,0.9507049866944751,0.3445871269092007,118.1992061053257,0
2024-01-26,Web,South,Repeat,1277.0,708,59.0,55.0,31614.172384595804,0.04620203602192639,0.9448549992357386,0.46823994048711676,128.2845194473685,0
2024-01-26,Web,East,New,718.0,417,24.0,22.0,7612.73684690723,0.033426183844011144,0.9337138517948212,0.4836726045149269,150.4744048899698,0
2024-01-26,Web,East,Repeat,1937.0,1147,119.0,108.0,62837.63843555317,0.061435209086215796,0.9119017069588798,0.47275302912408845,111.54805324572392,0
2024-01-26,Web,West,New,2165.0,1262,63.0,57.0,34133.54605702704,0.029099307159353348,0.9116499435797147,0.3892544822424961,145.35721317318973,0
2024-01-26,Web,West,Repeat,1164.0,596,65.0,60.0,29568.405385969443,0.05584192439862543,0.93284111623188,0.374955927934896,145.53869975892536,0
2024-01-27,App,North,New,2760.0,1476,108.0,101.0,72709.98113655356,0.0391304347826087,0.9399497051461132,0.42823029629468,178.06858417287123,0
2024-01-27,App,North,Repeat,1747.0,959,95.0,86.0,64072.45209500586,0.05437893531768746,0.9133127164200797,0.4585713173881936,85.90109202279453,0
2024-01-27,App,South,New,3060.0,1622,115.0,103.0,68157.56261927505,0.03758169934640523,0.8978684579852265,0.400790377205592,147.51650153053984,0
2024-01-27,App,South,Repeat,1261.0,758,75.0,68.0,42635.799139553244,0.05947660586835844,0.9108458350222053,0.4324980783076944,137.28586965369362,0
2024-01-27,App,East,New,2588.0,1608,94.0,85.0,36021.29023689517,0.03632148377125193,0.9125896578830462,0.39664108549753224,157.54961188203785,0
2024-01-27,App,East,Repeat,2645.0,1531,149.0,133.0,62046.81897505899,0.056332703213610585,0.8956249821427568,0.4637494559650022,141.94750157264116,0
2024-01-27,App,West,New,1892.0,1223,76.0,71.0,28410.011634300718,0.040169133192389,0.9448536483671945,0.47085102064908135,157.9850610417381,0
2024-01-27,App,West,Repeat,1799.0,1135,114.0,102.0,71385.65696220793,0.06336853807670928,0.9024791547242129,0.3830199182755817,103.35247523203302,0
2024-01-27,Web,North,New,1794.0,1210,59.0,56.0,41264.241765102306,0.03288740245261984,0.9572523405322674,0.4527333289384382,137.95226866881416,0
2024-01-27,Web,North,Repeat,2236.0,991,127.0,117.0,64354.686918887586,0.056797853309481214,0.9220712834113718,0.4698314239753656,134.95683998669955,0
2024-01-27,Web,South,New,2254.0,1037,60.0,57.0,30481.47794825008,0.026619343389529725,0.9625228559756622,0.4489462003432712,96.96536775704169,0
2024-01-27,Web,South,Repeat,744.0,355,37.0,34.0,11398.36307593346,0.04973118279569892,0.9244207413933638,0.3860119915752083,92.99526934308702,0
2024-01-27,Web,East,New,686.0,428,26.0,24.0,12554.414651730523,0.037900874635568516,0.9409292752829533,0.39479379228877387,142.4839357807228,0
2024-01-27,Web,East,Repeat,931.0,579,54.0,49.0,34528.44775798893,0.05800214822771214,0.920145008944401,0.42847071334505177,135.04504131430372,0
2024-01-27,Web,West,New,1553.0,786,59.0,54.0,39860.62469484241,0.037990985189954925,0.9301807637302462,0.38851001847124034,142.48317993898084,0
2024-01-27,Web,West,Repeat,1317.0,664,66.0,63.0,46757.8612312236,0.05011389521640091,0.9589517384902486,0.4053087484873251,104.13469940508529,0
2024-01-28,App,North,New,1518.0,807,52.0,48.0,30567.49001939779,0.034255599472990776,0.9371804030511188,0.42777563231711246,115.28624550333336,0
2024-01-28,App,North,Repeat,2370.0,1065,131.0,122.0,46443.13086437841,0.05527426160337553,0.9322420989364903,0.4872319586629341,85.84880362574827,0
2024-01-28,App,South,New,1932.0,1012,82.0,76.0,27416.824861335084,0.042443064182194616,0.9369738090351449,0.45594408101491996,105.94686329077828,0
2024-01-28,App,South,Repeat,2530.0,1473,174.0,157.0,64334.98297353945,0.06877470355731226,0.9024476499849153,0.3717612997914529,147.19039618994185,0
2024-01-28,App,East,New,1365.0,774,43.0,38.0,21677.195072923536,0.0315018315018315,0.8924015122972191,0.4542963348161399,110.42228824725775,0
2024-01-28,App,East,Repeat,2080.0,1036,135.0,131.0,40750.26664345723,0.06490384615384616,0.9747259924169649,0.4692236219090194,146.15799321292062,0
2024-01-28,App,West,New,1761.0,1024,67.0,61.0,22656.67992683712,0.0380465644520159,0.9142110927951803,0.35020923026048856,128.9161873477942,0
2024-01-28,App,West,Repeat,1215.0,733,76.0,71.0,51734.46603380985,0.06255144032921811,0.9407463131508841,0.466717516297465,127.12725075481721,0
2024-01-28,Web,North,New,2647.0,1504,112.0,106.0,45223.43632670389,0.04231205137891953,0.9499371754693162,0.4622249038010529,164.9966224836583,0
2024-01-28,Web,North,Repeat,1052.0,485,58.0,53.0,29986.801014537323,0.055133079847908745,0.9222464363279154,0.3663263238674605,115.73932567865367,0
2024-01-28,Web,South,New,1528.0,1003,52.0,49.0,16554.64331908979,0.034031413612565446,0.9504677116325481,0.46187190673420697,171.7490183978832,0
2024-01-28,Web,South,Repeat,1270.0,587,66.0,61.0,23842.560443458773,0.05196850393700787,0.9294672671110967,0.37058817702061586,132.0157077741966,0
2024-01-28,Web,East,New,2452.0,1029,78.0,72.0,35116.88142479401,0.03181076672104405,0.9342256738455895,0.38526103578501286,179.76331772784786,0
2024-01-28,Web,East,Repeat,1360.0,561,83.0,75.0,49846.30285926161,0.06102941176470588,0.9149838938982452,0.39531937953582763,122.58862551160124,0
2024-01-28,Web,West,New,2009.0,1026,88.0,81.0,50897.54413122513,0.043802887008461924,0.9243430690764441,0.4325760995669753,136.65510692709876,0
2024-01-28,Web,West,Repeat,1067.0,629,52.0,48.0,24625.703463026326,0.04873477038425492,0.932078776682978,0.3710473726026373,118.36226496649681,0
2024-01-29,App,North,New,2620.0,1638,105.0,100.0,37016.22590967575,0.04007633587786259,0.9582091829040701,0.45371236169723306,158.34926772472332,0
2024-01-29,App,North,Repeat,1363.0,816,92.0,83.0,31485.173258121922,0.06749816581071166,0.907016902315204,0.3195094273151657,98.07617137663121,0
2024-01-29,App,South,New,1966.0,1138,86.0,80.0,47152.27018047763,0.04374364191251272,0.936211825177454,0.348373804823623,135.80938248975264,0
2024-01-29,App,South,Repeat,2150.0,1319,133.0,127.0,49871.17147173948,0.06186046511627907,0.957387753451926,0.31197107028791987,121.98399204793486,0
2024-01-29,App,East,New,1168.0,616,46.0,43.0,16940.288187529444,0.039383561643835614,0.948045543475733,0.41111330662241213,128.1550962126566,0
2024-01-29,App,East,Repeat,1628.0,871,93.0,86.0,49421.73373081858,0.057125307125307126,0.9283665793829604,0.4271689784472379,117.32759794953716,0
2024-01-29,App,West,New,961.0,655,31.0,29.0,12607.922003237954,0.03225806451612903,0.9521012145960582,0.4298614109126693,114.37211149182589,0
2024-01-29,App,West,Repeat,1722.0,1114,95.0,88.0,69665.44890001256,0.05516840882694541,0.9268698593832926,0.4654157915445718,135.06958384951164,0
2024-01-29,Web,North,New,969.0,494,31.0,28.0,12034.070289850688,0.03199174406604747,0.9286722476482006,0.4174825023649847,99.27426293553495,0
2024-01-29,Web,North,Repeat,1248.0,792,58.0,52.0,28969.227040242815,0.046474358974358976,0.9028435507592489,0.38387176079490115,131.5360217769985,0
2024-01-29,Web,South,New,1049.0,733,38.0,35.0,14857.652881909073,0.03622497616777884,0.9363231191436556,0.36463533096820194,103.97310669302024,0
2024-01-29,Web,South,Repeat,1799.0,1206,100.0,97.0,43845.46821372798,0.055586436909394105,0.978989195979162,0.3411848371538366,102.26731128324305,0
2024-01-29,Web,East,New,1432.0,582,58.0,53.0,30903.78831746438,0.040502793296089384,0.9180486272846607,0.45408833638364143,115.4895271459401,0
2024-01-29,Web,East,Repeat,665.0,269,32.0,29.0,13179.861855988214,0.0481203007518797,0.9347917776144834,0.4242079559466477,89.28512043206672,0
2024-01-29,Web,West,New,2030.0,815,69.0,65.0,32575.886045213312,0.03399014778325123,0.9431944239931279,0.3667073295883038,149.61906814251344,0
2024-01-29,Web,West,Repeat,543.0,289,29.0,26.0,10775.381012285487,0.053406998158379376,0.91363142668116,0.47661838623390584,121.77963138214315,0
2024-01-30,App,North,New,1593.0,1081,66.0,58.0,23537.441058525976,0.04143126177024482,0.8879994698469675,0.45592288224239386,156.06841354783077,0
2024-01-30,App,North,Repeat,1936.0,805,121.0,117.0,74735.59941219556,0.0625,0.9690831486750058,0.3747126647869032,106.11858328956686,0
2024-01-30,App,South,New,1280.0,867,47.0,43.0,26751.51955849245,0.03671875,0.9330688195190855,0.48041946556785964,164.06172128276063,0
2024-01-30,App,South,Repeat,830.0,376,51.0,47.0,29792.373902674095,0.06144578313253012,0.9220459177218617,0.49099744252748356,138.61569558391056,0
2024-01-30,App,East,New,1521.0,636,59.0,53.0,27954.119734276006,0.03879026955950033,0.9046397158523325,0.4294804773346014,149.67870134885337,0
2024-01-30,App,East,Repeat,706.0,367,43.0,40.0,17540.250486519577,0.060906515580736544,0.9348264386983357,0.34244929581902467,144.49152585490828,0
2024-01-30,App,West,New,1905.0,964,68.0,63.0,38015.67909951438,0.03569553805774278,0.9270198960127227,0.34346923325312373,168.49173383414526,0
2024-01-30,App,West,Repeat,2220.0,1343,140.0,133.0,98724.788979259,0.06306306306306306,0.9542564197006373,0.37482822204194005,88.7654391661782,0
2024-01-30,Web,North,New,783.0,320,28.0,26.0,20453.974049142675,0.035759897828863345,0.9464068802522492,0.45962482795157356,101.24110176225528,0
2024-01-30,Web,North,Repeat,813.0,409,44.0,39.0,24751.517878656647,0.05412054120541206,0.8896958802328918,0.33742930637578866,142.43251722795938,0
2024-01-30,Web,South,New,1566.0,666,49.0,45.0,18242.844784875644,0.031289910600255426,0.926446120457732,0.3911612918442109,118.55922206610597,0
2024-01-30,Web,South,Repeat,1405.0,593,66.0,63.0,49937.070717049486,0.04697508896797153,0.9546396894253928,0.2731305701965058,91.62152765500025,0
2024-01-30,Web,East,New,1191.0,633,46.0,42.0,19451.332278864083,0.038623005877413935,0.9170046954630348,0.3492532596845179,106.89303417083578,0
2024-01-30,Web,East,Repeat,538.0,274,27.0,24.0,18904.47932575705,0.05018587360594796,0.9029143989112904,0.3498443991980011,91.9080792116497,0
2024-01-30,Web,West,New,2016.0,1276,65.0,60.0,42879.42702377278,0.032242063492063495,0.924431342347223,0.4425534607010307,109.10239255071038,0
2024-01-30,Web,West,Repeat,725.0,416,45.0,40.0,24479.969710579648,0.06206896551724138,0.9066865681942268,0.400902082431705,99.15482925025401,0
2024-01-31,App,North,New,2729.0,1808,113.0,105.0,52274.66808762411,0.04140710883107365,0.9292468011294912,0.35018291589130984,126.5600098558384,0
2024-01-31,App,North,Repeat,1624.0,1002,105.0,101.0,69540.9889254137,0.06465517241379311,0.966651140869584,0.4407075881059134,140.3542081560732,0
2024-01-31,App,South,New,2368.0,979,96.0,87.0,59384.47430352933,0.04054054054054054,0.9092185286721645,0.27282509085222634,151.10862184595914,0
2024-01-31,App,South,Repeat,2341.0,1418,163.0,148.0,103579.12560778526,0.06962836394703119,0.9139708205854055,0.41654054626298787,88.62628030014274,0
2024-01-31,App,East,New,905.0,569,35.0,32.0,24823.11721060947,0.03867403314917127,0.9240032360745024,0.4130975174670657,144.66241519960278,0
2024-01-31,App,East,Repeat,922.0,547,49.0,45.0,21873.898243055188,0.05314533622559653,0.9359124897749419,0.32416787252896045,126.31670817404324,0
2024-01-31,App,West,New,1365.0,599,53.0,49.0,35629.38933043472,0.03882783882783883,0.934594220336046,0.271305894246779,171.86802542209205,0
2024-01-31,App,West,Repeat,1394.0,945,81.0,75.0,27862.54209996474,0.05810616929698709,0.9313498736249456,0.4222543235676701,106.21837703657069,0
2024-01-31,Web,North,New,1622.0,827,57.0,52.0,37573.14213889691,0.03514180024660912,0.9131020309317905,0.3734392852696201,152.5122276106472,0
2024-01-31,Web,North,Repeat,825.0,384,47.0,43.0,18559.81795013724,0.05696969696969697,0.9227870417586762,0.42694595925718676,80.04573735329097,0
2024-01-31,Web,South,New,1251.0,725,42.0,38.0,15809.059054321964,0.03357314148681055,0.9193467805498249,0.4192830000234619,112.75844645408712,0
2024-01-31,Web,South,Repeat,1581.0,744,73.0,68.0,47117.62994592469,0.046173308032890575,0.9440251111835346,0.4090804533126755,121.29635179612661,0
2024-01-31,Web,East,New,1927.0,1040,61.0,57.0,30987.06259185145,0.0316554229372081,0.9391537317210711,0.4969596284549733,179.9628470730368,0
2024-01-31,Web,East,Repeat,1107.0,567,53.0,49.0,31222.79146944255,0.04787714543812105,0.9256717765001483,0.49262823643875253,133.4025334888055,0
2024-01-31,Web,West,New,1556.0,860,60.0,56.0,31075.912267412816,0.038560411311053984,0.9343079301091258,0.3674583637185019,98.9325704231228,0
2024-01-31,Web,West,Repeat,961.0,630,52.0,49.0,19979.768592255,0.054110301768990635,0.9429845758061021,0.4378696734488695,103.52049412930761,0
2024-02-01,App,North,New,885.0,546,36.0,32.0,14096.796002670228,0.04067796610169491,0.9121301353222478,0.3791902797557373,163.32144520272809,0
2024-02-01,App,North,Repeat,1741.0,1088,94.0,88.0,36825.06629589254,0.05399195864445721,0.9365002827251309,0.37768786628901246,127.4175190922211,0
2024-02-01,App,South,New,1218.0,826,44.0,40.0,12383.10971102506,0.0361247947454844,0.9266755703057971,0.4049033769769472,161.12050035413571,0
2024-02-01,App,South,Repeat,871.0,457,57.0,51.0,22791.285607446964,0.06544202066590127,0.910068145273541,0.338383942648128,82.90494170281556,0
2024-02-01,App,East,New,1808.0,867,86.0,81.0,37160.76286043233,0.04756637168141593,0.9497089937123044,0.41656708233896705,119.30703309689613,0
2024-02-01,App,East,Repeat,2186.0,1097,136.0,131.0,74867.90372177305,0.06221408966148216,0.9688533624832302,0.3757971490336101,104.282018345507,0
2024-02-01,App,West,New,1661.0,1157,57.0,51.0,17312.95477513717,0.03431667670078266,0.9044125900829432,0.3180257918737283,124.8444829829221,0
2024-02-01,App,West,Repeat,1396.0,950,81.0,74.0,56559.330798269584,0.058022922636103154,0.9206313230343928,0.34226526286835673,84.32659224824559,0
2024-02-01,Web,North,New,734.0,346,21.0,19.0,8943.540061240834,0.02861035422343324,0.948825157095896,0.4424505456638277,111.90904710232707,0
2024-02-01,Web,North,Repeat,1489.0,805,81.0,77.0,52123.921184331644,0.05439892545332438,0.9541198903309364,0.43887036763822557,120.45237788858618,0
2024-02-01,Web,South,New,716.0,461,21.0,20.0,10024.062592993118,0.029329608938547486,0.9649472639583112,0.38649200038086684,154.04868827009798,0
2024-02-01,Web,South,Repeat,628.0,334,36.0,33.0,19862.650366830087,0.05732484076433121,0.9329508182373066,0.4038494209862447,140.41948764150175,0
2024-02-01,Web,East,New,1239.0,540,44.0,42.0,18646.852196195843,0.03551251008878128,0.9642533542567714,0.30438725122901117,146.0708842400177,0
2024-02-01,Web,East,Repeat,1825.0,1076,99.0,88.0,42025.79250116775,0.054246575342465755,0.8938888547716597,0.46869039137135526,83.16744323132215,0
2024-02-01,Web,West,New,2179.0,1350,82.0,76.0,53997.27865736735,0.03763194125745755,0.9339962086743743,0.49547093261467473,171.46446319305892,0
2024-02-01,Web,West,Repeat,1853.0,1052,109.0,103.0,35984.966154457295,0.058823529411764705,0.946283389666647,0.364224159037084,85.29627727328776,0
2024-02-02,App,North,New,1452.0,632,59.0,54.0,36149.40028259188,0.040633608815427,0.9164111815413658,0.4036018430641873,140.71251757992218,0
2024-02-02,App,North,Repeat,1692.0,1119,99.0,93.0,53998.38903048397,0.05851063829787234,0.943552793769667,0.4395250680330862,97.237091267942,0
2024-02-02,App,South,New,1624.0,1128,49.0,44.0,14307.689593325773,0.03017241379310345,0.91279229978441,0.40647502255040496,134.46603553245833,0
2024-02-02,App,South,Repeat,1261.0,878,73.0,66.0,42529.16384677506,0.05789056304520222,0.9084700546318072,0.41106430608652667,142.84204965568077,0
2024-02-02,App,East,New,2452.0,1584,71.0,65.0,31283.193388170574,0.02895595432300163,0.923428011238169,0.3708200336826998,113.56098739137506,0
2024-02-02,App,East,Repeat,1387.0,902,90.0,84.0,48958.903229922245,0.06488824801730353,0.9439413054802878,0.3880416809965481,92.78706689677676,0
2024-02-02,App,West,New,791.0,508,30.0,28.0,14827.736326013532,0.03792667509481669,0.953078014685115,0.4205381094787942,105.96607632229274,0
2024-02-02,App,West,Repeat,1866.0,789,110.0,106.0,81466.77408074288,0.05894962486602358,0.9667334926171881,0.3284358806180973,101.8261495869038,0
2024-02-02,Web,North,New,1026.0,460,36.0,33.0,19176.11538256466,0.03508771929824561,0.9310661484119752,0.3828725399571118,131.08402764862757,0
2024-02-02,Web,North,Repeat,1455.0,805,81.0,77.0,32011.983692650047,0.05567010309278351,0.9506373596506966,0.4672901633681435,127.69471092689442,0
2024-02-02,Web,South,New,683.0,444,25.0,23.0,11194.76636902611,0.036603221083455345,0.9539449384729046,0.376739156669096,125.81140541287053,0
2024-02-02,Web,South,Repeat,1664.0,931,89.0,79.0,32269.77171162324,0.05348557692307692,0.8947726644505339,0.41499537191836317,100.16037421468288,0
2024-02-02,Web,East,New,1437.0,642,41.0,37.0,27367.60899005177,0.028531663187195546,0.9241548956911232,0.3242764845409617,138.20389212197563,0
2024-02-02,Web,East,Repeat,670.0,320,37.0,35.0,11378.752554582967,0.05522388059701493,0.9478809919464959,0.3751644588034796,112.52292181662796,0
2024-02-02,Web,West,New,695.0,410,19.0,18.0,12171.58094073409,0.027338129496402876,0.9640502931625922,0.4994927536668779,131.99046392329882,0
2024-02-02,Web,West,Repeat,1124.0,599,63.0,58.0,17633.713996921473,0.05604982206405694,0.9360462261029528,0.4376413606904237,146.02223760728995,0
2024-02-03,App,North,New,1651.0,713,66.0,44.099999999999994,24422.82962217567,0.039975772259236826,0.7692605372257961,0.41528071806256084,119.04830683701735,1
2024-02-03,App,North,Repeat,2608.0,1491,135.0,86.8,40547.93514851255,0.051763803680981595,0.740389492748511,0.3957195955264377,80.44653303846135,1
2024-02-03,App,South,New,3047.0,1855,104.0,66.5,28887.821861128075,0.03413193304890056,0.7321757300796617,0.41354212886764974,133.0081763530338,1
2024-02-03,App,South,Repeat,2471.0,1285,151.0,96.6,82299.6967213213,0.06110886280857952,0.7326897189122025,0.44277778295103565,81.80387191350458,1
2024-02-03,App,East,New,2912.0,1331,82.0,51.8,25099.667783783385,0.02815934065934066,0.7221322922642736,0.39017389402863084,137.7392235540041,1
2024-02-03,App,East,Repeat,761.0,481,49.0,31.499999999999996,17588.00716626756,0.06438896189224705,0.7469888702796426,0.3472454745837558,135.8047750805134,1
2024-02-03,App,West,New,2521.0,1530,114.0,72.8,25443.260528199593,0.04522015073383578,0.7349374921126004,0.3769991419486853,102.45182504981962,1
2024-02-03,App,West,Repeat,2996.0,1219,165.0,106.39999999999999,83699.34286497525,0.05507343124165554,0.7380214067477734,0.3746364294703094,144.85246585693295,1
2024-02-03,Web,North,New,1814.0,1230,59.0,37.099999999999994,12117.526794476733,0.03252480705622933,0.7217762378212407,0.4216942740000822,175.52750695459105,1
2024-02-03,Web,North,Repeat,1829.0,1163,106.0,68.6,43671.94412113089,0.057955166757791145,0.7425722535324568,0.39812146775102597,107.83790901031384,1
2024-02-03,Web,South,New,1977.0,794,69.0,44.099999999999994,27548.442647337903,0.03490136570561457,0.7325492797805179,0.3720134043929947,139.1073790355694,1
2024-02-03,Web,South,Repeat,1288.0,534,73.0,48.3,36371.16283877648,0.056677018633540376,0.76336389600811,0.38654917267925887,95.70229911974684,1
2024-02-03,Web,East,New,1155.0,551,32.0,21.0,9897.14213740205,0.027705627705627706,0.7577172922489699,0.46064863646130944,169.13324604461323,1
